id,started_at,finished_at,status,sources_processed,items_found,published_items,error_log,created_at
2937e6bf-0304-4d75-842e-30bd7983b882,2026-04-09 00:43:43.805+00,2026-04-09 00:44:10.287+00,success,8,8,"[{""link"":""https://techcrunch.com/2026/04/08/poke-makes-ai-agents-as-easy-as-sending-a-text/"",""title"":""Poke: Automatización de Tareas con Mensajes de Texto""},{""link"":""https://techcrunch.com/2026/04/08/aws-boss-explains-why-investing-billions-in-both-anthropic-and-openai-is-an-ok-conflict/"",""title"":""AWS invierte en Anthropic y OpenAI: ¿conflicto o estrategia?""},{""link"":""https://techcrunch.com/2026/04/08/tubi-is-the-first-streamer-to-launch-a-native-app-within-chatgpt/"",""title"":""Tubi lanza la primera aplicación nativa en ChatGPT""},{""link"":""https://openai.com/index/next-phase-of-enterprise-ai"",""title"":""OpenAI Presenta el Próximo Capítulo de la Inteligencia Artificial Empresarial""},{""link"":""https://openai.com/index/introducing-child-safety-blueprint"",""title"":""OpenAI Presenta el Plan de Seguridad para Niños en Internet""},{""link"":""https://www.technologyreview.com/2026/04/08/1135398/mustafa-suleyman-ai-future/"",""title"":""El desarrollo de IA no se detendrá pronto: por qué""},{""link"":""https://huggingface.co/blog/ibm-research/altk-evolve"",""title"":""Evolve: Aprendizaje en Línea para Agentes de IA""},{""link"":""https://huggingface.co/blog/safetensors-joins-pytorch-foundation"",""title"":""Safetensors se une a la Fundación PyTorch""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-04-09 00:43:44.579219+00
2a970a25-e292-4439-8179-fce014a659cf,2026-04-25 00:31:57.198+00,2026-04-25 00:32:25.925+00,success,8,7,"[{""link"":""https://techcrunch.com/2026/04/24/metas-loss-is-thinking-machines-gain/"",""title"":""Meta y Thinking Machines Lab comparten talento en IA""},{""link"":""https://techcrunch.com/2026/04/24/comfyui-hits-500m-valuation-as-creators-seek-more-control-over-ai-generated-media/"",""title"":""ComfyUI alcanza $500M de valoración con herramientas de control de medios generados por IA""},{""link"":""https://techcrunch.com/2026/04/24/google-to-invest-up-to-40b-in-anthropic-in-cash-and-compute/"",""title"":""Google invierte $40B en Anthropic para ampliar capacidad de cálculo""},{""link"":""https://openai.com/academy/codex-automations"",""title"":""Automatiza Tareas con Codex sin Esfuerzo Manual""},{""link"":""https://www.technologyreview.com/2026/04/24/1136422/why-deepseeks-v4-matters/"",""title"":""DeepSeek lanza modelo V4 con mejoras en procesamiento de texto""},{""link"":""https://huggingface.co/blog/deepseekv4"",""title"":""Avance en Inteligencia Artificial con DeepSeek-V4""},{""link"":""https://huggingface.co/blog/transformersjs-chrome-extension"",""title"":""Desarrolla extensiones de Chrome con Transformers.js""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-04-25 00:31:57.431504+00
2f8a42a9-a16e-46cc-985e-e6cfd5a6a258,2026-05-16 00:48:32.122+00,2026-05-16 00:48:46.453+00,success,8,8,"[{""link"":""https://techcrunch.com/podcast/the-openai-trial-wraps-up-and-the-musk-founder-machine-keeps-spinning/"",""title"":""El juicio de OpenAI concluye: ¿Puedemos confiar en los líderes de la IA?""},{""link"":""https://techcrunch.com/2026/05/15/silicon-valleys-vacationland-needs-a-new-energy-provider-just-as-ai-is-driving-prices-up/"",""title"":""Lake Tahoe enfrenta subidas de precios energéticos impulsadas por la IA""},{""link"":""https://techcrunch.com/2026/05/15/openai-launches-chatgpt-for-personal-finance-will-let-you-connect-bank-accounts/"",""title"":""ChatGPT de OpenAI se lanza para finanzas personales con conexión a cuentas bancarias""},{""link"":""https://openai.com/index/personal-finance-chatgpt"",""title"":""ChatGPT: Nueva Experiencia de Finanzas Personales""},{""link"":""https://openai.com/index/databricks"",""title"":""Databricks Incorpora GPT-5.5 a Flujos de Trabajo de Agentes Empresariales""},{""link"":""https://openai.com/index/sea-david-chen"",""title"":""Codex acelerará el desarrollo de software AI-native en Asia""},{""link"":""https://www.technologyreview.com/2026/05/15/1137357/musk-v-altman-week-3/"",""title"":""Musk vs. Altman: Credibilidad en el Juicio de IA""},{""link"":""https://www.technologyreview.com/2026/05/15/1137326/chinese-short-dramas-ai/"",""title"":""La IA en la creación de dramas chinos: una máquina de contenido""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-16 00:48:32.463124+00
35e8f9e8-e252-4074-b538-0b230e7a8e4b,2026-05-11 00:51:52.884+00,2026-05-11 00:52:04.088+00,success,8,5,"[{""link"":""https://techcrunch.com/2026/05/10/get-ready-for-the-whisper-filled-office-of-the-future/"",""title"":""Oficinas del futuro: cómo la IA cambiará la forma de trabajar""},{""link"":""https://techcrunch.com/2026/05/10/anthropic-says-evil-portrayals-of-ai-were-responsible-for-claudes-blackmail-attempts/"",""title"":""La influencia de la ficción en el desarrollo de IA""},{""link"":""https://techcrunch.com/2026/05/10/were-feeling-cynical-about-xais-big-deal-with-anthropic/"",""title"":""xAI y Anthropic: ¿Qué significa este gran acuerdo?""},{""link"":""https://www.technologyreview.com/2026/05/08/1137008/musk-v-altman-week-2-openai-fires-back-and-shivon-zilis-reveals-that-musk-tried-to-poach-sam-altman/"",""title"":""Musk vs OpenAI: Revelaciones sobre donación y postración de Altman""},{""link"":""https://huggingface.co/blog/lablab-ai-amd-developer-hackathon/machinacheck"",""title"":""Desarrollo de Sistema de Manufacturabilidad CNC con Inteligencia Artificial""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-11 00:51:53.158316+00
386aed3c-c465-4b69-98a4-0d14738d35a5,2026-04-11 00:11:50.097+00,2026-04-11 00:12:05.454+00,success,8,6,"[{""link"":""https://techcrunch.com/2026/04/10/anthropic-temporarily-banned-openclaws-creator-from-accessing-claude/"",""title"":""Anthropic suspende acceso a Claude tras cambio de precios para OpenClaw""},{""link"":""https://techcrunch.com/2026/04/10/stalking-victim-sues-openai-claims-chatgpt-fueled-her-abusers-delusions-and-ignored-her-warnings/"",""title"":""Lawsuit contra OpenAI: ChatGPT y stalking""},{""link"":""https://techcrunch.com/2026/04/10/techcrunch-is-heading-to-tokyo-and-bringing-the-startup-battlefield-with-it/"",""title"":""TechCrunch llega a Tokio con Startup Battlefield""},{""link"":""https://openai.com/academy/search-and-deep-research"",""title"":""Aprende a Investigar con ChatGPT: Técnicas y Herramientas""},{""link"":""https://openai.com/academy/working-with-files"",""title"":""Trabajar con archivos en ChatGPT: análisis y generación de contenido""},{""link"":""https://openai.com/academy/custom-gpts"",""title"":""Desarrolla y utiliza GPTs personalizados para automatizar flujos de trabajo""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-04-11 00:11:51.016142+00
3c55ac64-c494-458b-a814-7f3dca3fab7a,2026-05-20 00:55:59.011+00,2026-05-20 00:56:29.228+00,success,8,8,"[{""link"":""https://techcrunch.com/2026/05/19/ai-design-tools-are-the-next-big-battleground-and-google-is-going-all-in-at-io-2026/"",""title"":""Google se declara contendiente en diseño de IA en IO 2026""},{""link"":""https://techcrunch.com/2026/05/19/you-can-now-talk-to-your-gmail-inbox-as-seen-at-google-io-2026/"",""title"":""Gmail Incorpora Búsqueda de Voz para Buscar Correo Electrónico""},{""link"":""https://techcrunch.com/2026/05/19/how-to-use-googles-new-ai-agents-to-go-beyond-your-standard-searches/"",""title"":""Google lanza agentes de IA para búsqueda proactiva""},{""link"":""https://openai.com/index/advancing-content-provenance"",""title"":""Avanzan Procedimientos de Origen para un Ecosistema de IA más Seguro""},{""link"":""https://www.technologyreview.com/2026/05/18/1137488/elon-musk-suit-openai-verdict/"",""title"":""Elon Musk pierde demanda contra OpenAI por estatuto de prescripción""},{""link"":""https://huggingface.co/blog/allenai/olmoearth-v1-1"",""title"":""Mejora en modelos de IA con OlmoEarth v1.1""},{""link"":""https://huggingface.co/blog/ettin-reranker"",""title"":""Ettin Reranker Family: Avances en Inteligencia Artificial""},{""link"":""https://venturebeat.com/technology/google-just-redesigned-the-search-box-for-the-first-time-in-25-years-heres-why-it-matters-more-than-you-think"",""title"":""Google Rediseña la Búsqueda con IA""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-20 00:55:59.308021+00
3d898984-922f-4eee-8fda-fe2bc4aec6e9,2026-05-28 00:44:21.521+00,2026-05-28 00:44:45.818+00,success,8,9,"[{""link"":""https://techcrunch.com/2026/05/27/why-googles-ai-cant-spell-google-or-anything-else/"",""title"":""Google's AI falla en ortografía: un error de aprendizaje""},{""link"":""https://techcrunch.com/2026/05/27/in-more-good-news-for-amazon-snowflake-signs-6b-deal-with-aws-for-ai-cpu-chips/"",""title"":""Amazon y Snowflake firman un acuerdo de $6B para chips de CPU para IA""},{""link"":""https://techcrunch.com/2026/05/27/payroll-startup-remote-says-it-grew-revenue-50-per-employee-without-adding-headcount/"",""title"":""Payroll startup Remote mejora eficiencia con IA""},{""link"":""https://openai.com/index/cisco"",""title"":""Cisco y OpenAI revolucionan el desarrollo de software empresarial con Codex""},{""link"":""https://openai.com/index/building-self-improving-tax-agents-with-codex"",""title"":""Codex: Automatización de Impuestos con Inteligencia Artificial""},{""link"":""https://openai.com/index/warp"",""title"":""Warp Incorpora GPT-5.5 para Desarrollo de Código Abierto""},{""link"":""https://huggingface.co/blog/ibm-research/itbench-aa"",""title"":""Frontier Models Fallos en Tareas de IT Empresarial""},{""link"":""https://huggingface.co/blog/local-reachy-mini-conversation"",""title"":""Reachy Mini: Robotica con Inteligencia Artificial en Local""},{""link"":""https://huggingface.co/blog/delta-weight-sync"",""title"":""Avanzando en la IA: Delta Weight Sync en TRL""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-28 00:44:22.353888+00
45cf60c5-6145-4123-a9e0-ebd80a954cb8,2026-05-13 00:58:09.083+00,2026-05-13 00:59:33.953+00,success,8,15,"[{""link"":""https://techcrunch.com/2026/05/12/medicares-new-payment-model-is-built-for-ai-and-most-of-the-tech-world-has-no-idea/"",""title"":""Medicare implementa modelo de pago basado en IA""},{""link"":""https://techcrunch.com/2026/05/12/musk-mulled-handing-openai-to-his-children-altman-testifies/"",""title"":""Musk consideró ceder OpenAI a sus hijos, según testimonio de Altman""},{""link"":""https://techcrunch.com/2026/05/12/anthropic-warns-investors-against-secondary-platforms-offering-access-to-its-shares/"",""title"":""Anthropic advierte a inversores sobre plataformas secundarias""},{""link"":""https://openai.com/academy/how-finance-teams-use-codex"",""title"":""Codex en Finanzas: Automatización de Informes y Planificación""},{""link"":""https://openai.com/index/nvidia"",""title"":""NVIDIA y OpenAI colaboran en Codex para impulsar la IA""},{""link"":""https://openai.com/index/what-parameter-golf-taught-us"",""title"":""Aprendizaje Automático con Parámetros: Lecciones de Parameter Golf""},{""link"":""https://www.technologyreview.com/2026/05/11/1137090/three-things-in-ai-to-watch-according-to-a-nobel-winning-economist/"",""title"":""Nobel de Economía destaca importancia de la IA""},{""link"":""https://www.technologyreview.com/2026/05/11/1136967/fostering-breakthrough-ai-innovation-through-customer-back-engineering/"",""title"":""La importancia de centrar la innovación en el cliente en la IA""},{""link"":""https://www.technologyreview.com/2026/05/11/1136786/implementing-advanced-ai-technologies-in-finance/"",""title"":""AI en la Finanza: Una Revolución Silenciosa""},{""link"":""https://huggingface.co/blog/amazon/foundation-model-building-blocks"",""title"":""Mejora en Modelos de Fundación con AWS""},{""link"":""https://huggingface.co/blog/allenai/emo"",""title"":""Avances en Inteligencia Artificial: Mixture of Experts para Modularidad Emergente""},{""link"":""https://huggingface.co/blog/ServiceNow-AI/correctness-before-corrections"",""title"":""Mejoras en el Modelo de Lenguaje vLLM: Correctitud antes que Correcciones""},{""link"":""https://venturebeat.com/infrastructure/railway-secures-usd100-million-to-challenge-aws-with-ai-native-cloud"",""title"":""Railway secures $100 million to challenge AWS with AI-native cloud infrastructure""},{""link"":""https://venturebeat.com/infrastructure/claude-code-costs-up-to-usd200-a-month-goose-does-the-same-thing-for-free"",""title"":""Claude Code vs Goose: Alternativa Gratuita a la Inteligencia Artificial de Código""},{""link"":""https://venturebeat.com/technology/listen-labs-raises-usd69m-after-viral-billboard-hiring-stunt-to-scale-ai"",""title"":""Listen Labs recibe $69M para escalar entrevistas de cliente con IA""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-13 00:58:09.280141+00
52c3c015-a761-42c5-be41-2bb274efef00,2026-05-23 00:43:21.052+00,2026-05-23 00:43:41.063+00,success,8,8,"[{""link"":""https://techcrunch.com/2026/05/22/ai-is-being-used-to-resurrect-the-voices-of-dead-pilots/"",""title"":""Resurrección de voces de pilotos fallecidos mediante IA""},{""link"":""https://techcrunch.com/2026/05/22/google-goes-for-the-glitter-with-disco-ball-icons-are-yall-sure-you-still-want-this/"",""title"":""Google lanza iconos de bola de disco para Pixel""},{""link"":""https://techcrunch.com/2026/05/22/how-vcs-and-founders-use-inflated-arr-to-kingmake-ai-startups/"",""title"":""Ventas de AI: VCs y fundadores inflan métricas de ARR""},{""link"":""https://openai.com/index/gartner-2026-agentic-coding-leader"",""title"":""OpenAI reconocida como líder en agentes de codificación empresarial""},{""link"":""https://openai.com/index/virgin-atlantic"",""title"":""Virgin Atlantic mejora su aplicación móvil con Codex""},{""link"":""https://www.technologyreview.com/2026/05/22/1137813/google-i-o-showed-how-the-path-for-ai-science-is-shifting/"",""title"":""La transición hacia la ciencia impulsada por IA en Google I/O""},{""link"":""https://huggingface.co/blog/nvidia/nemotron-labs-diffusion"",""title"":""Avances en Generación de Texto a Velocidad de Luz con Nemotron-Labs""},{""link"":""https://huggingface.co/blog/Dharma-AI/specialization-beats-scale"",""title"":""La especialización supera la escala en la adquisición de inteligencia artificial""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-23 00:43:21.714511+00
5391b108-a2c6-4a74-96e8-39d498856421,2026-05-05 00:18:09.086+00,2026-05-05 00:18:18.923+00,success,8,5,"[{""link"":""https://techcrunch.com/2026/05/04/openais-cozy-partner-cerebras-is-on-track-for-a-blockbuster-ipo/"",""title"":""Cerebras se prepara para un IPO multibillonario con OpenAI""},{""link"":""https://techcrunch.com/2026/05/04/image-ai-models-now-drive-app-growth-beating-chatbot-upgrades/"",""title"":""Modelos de IA Visuales impulsan el crecimiento de aplicaciones""},{""link"":""https://techcrunch.com/2026/05/04/elon-musks-only-expert-witness-at-the-openai-trial-fears-an-agi-arms-race/"",""title"":""Musk y OpenAI: un experto en IA teme una carrera de AGI""},{""link"":""https://openai.com/index/delivering-low-latency-voice-ai-at-scale"",""title"":""OpenAI mejora latencia de Voice AI a gran escala""},{""link"":""https://www.technologyreview.com/2026/05/04/1136826/week-one-of-the-musk-v-altman-trial-what-it-was-like-in-the-room/"",""title"":""Musk vs. Altman: Un enfrentamiento en la corte de AI""}]","Error en Wired AI: Status code 404
Error en Anthropic: Status code 404
Error en Google AI Blog: Status code 404",2026-05-05 00:18:09.344379+00
