id,type,title,message,target_id,status,severity,created_at,metadata
152ee65b-d324-4931-bbd3-9c3cc4beecc3,link_broken,⚠️ Link Roto Detectado: La Revolución de Gabe: Cómo Un Solo Creador de Juegos Puede Cambiar el Rostro de la Industria del Entretenimiento Digital #469,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778024150888-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,85543fcd-38b6-4e43-a2ea-8f342f7a77a3,pending,warning,2026-05-14 21:29:35.763128+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778024150888-final.mp4"",""reported_at"":""2026-05-14T21:29:35.749Z""}"
16d796ad-9014-4b18-b1cc-64cef718d6ea,lifecycle_archive_v3,📦 Purga Industrial Completada,"El video ""Revolutionizando la Gestión de Archivos en la Era de la Conectividad: VitaDrop, el Gestor de Archivos Wi-Fi para PS Vita que Revoluciona la Industria "" (1777836559781-final.mp4) y su metadata han sido movidos a Google Drive. La fila ha sido eliminada del portal para mantener la integridad.",,pending,info,2026-05-18 00:32:20.955249+00,"{""title"":""Revolutionizando la Gestión de Archivos en la Era de la Conectividad: VitaDrop, el Gestor de Archivos Wi-Fi para PS Vita que Revoluciona la Industria "",""fileName"":""1777836559781-final.mp4"",""archived_at"":""2026-05-18T00:32:20.762Z""}"
1789c26a-7e96-4386-9407-e660b5447074,lifecycle_archive,📦 Activo Archivado,El archivo 1774817583915-019cdff1-4246-7000-b6a3-1b0190cd8607.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 18:05:47.545257+00,"{""bucket"":""images"",""fileName"":""1774817583915-019cdff1-4246-7000-b6a3-1b0190cd8607.jpg"",""archived_at"":""2026-04-24T18:05:47.414Z""}"
1836af82-5745-45ad-8c62-bfc82952edd5,link_broken,⚠️ Link Roto Detectado: Dominio Arcano: La Escalera de la Excelencia - Clasificación de Hechizos de Nivel 4 y su Aplicación en la Industria de la Información #139,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778031350064-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,0eaa2967-c290-4a03-89bf-fa5ec6cc10b7,pending,warning,2026-05-11 09:18:39.356341+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778031350064-final.mp4"",""reported_at"":""2026-05-11T09:18:39.286Z""}"
18d4d16a-4728-458f-bc6d-3494eb80db64,lifecycle_archive,📦 Activo Archivado,El archivo 1777330216180-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-05 02:17:02.193553+00,"{""bucket"":""videos"",""fileName"":""1777330216180-final.mp4"",""archived_at"":""2026-05-05T02:17:01.970Z""}"
18fcc209-4e88-4eea-878e-ea0f642d77c9,link_broken,⚠️ Link Roto Detectado: El Futuro de la Inteligencia Artificial en 10 Años,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775101773837-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,026e3486-47e7-4435-b83e-d3ce5a8ef2c2,pending,warning,2026-04-15 21:20:55.039161+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775101773837-final.mp4"",""reported_at"":""2026-04-15T21:20:53.520Z""}"
19e7d5cc-6b41-4520-95f9-ffe01a7d7ad4,link_broken,"⚠️ Link Roto Detectado: Revolutionizando la Interacción Humano-Máquina: X210Ai con Controlador de Teclado Personalizado, la Nueva Frontera en la Eficiencia Industrial #125",El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778013440904-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,77314a0b-0c7b-4445-8c4b-a0fa0285d64d,pending,warning,2026-05-05 22:33:02.374999+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778013440904-final.mp4"",""reported_at"":""2026-05-05T22:33:02.348Z""}"
1ad20ce1-7b23-4bb3-95c6-1fb040d165a8,lifecycle_archive,📦 Activo Archivado,El archivo 1777793400928-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-11 10:36:09.462773+00,"{""bucket"":""videos"",""fileName"":""1777793400928-final.mp4"",""archived_at"":""2026-05-11T10:36:09.045Z""}"
1adc4148-1cb3-4a4b-8ec3-cd854251b9f8,lifecycle_archive,📦 Activo Archivado,El archivo 1776006267432-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 13:16:04.421623+00,"{""bucket"":""videos"",""fileName"":""1776006267432-final.mp4"",""archived_at"":""2026-05-03T13:16:04.240Z""}"
1bf13321-b7a4-4f24-891b-f5880dfba3f1,lifecycle_archive,📦 Activo Archivado,El archivo 1774817849369-combined.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-28 11:21:18.450701+00,"{""bucket"":""videos"",""fileName"":""1774817849369-combined.mp4"",""archived_at"":""2026-04-28T11:21:18.314Z""}"
1c15bb74-49b8-41a0-b587-77081f73f161,link_broken,⚠️ Link Roto Detectado: Invertir en la Tormenta: Cómo las Crisis Globales Pueden Ser Oportunidades de Oro para los Inversionistas Astutos #74,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777988420370-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,589f7e0a-486f-4c50-8f05-e21d32ad0167,pending,warning,2026-05-05 22:33:01.740962+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777988420370-final.mp4"",""reported_at"":""2026-05-05T22:33:01.695Z""}"
1c9f7008-d2c1-4604-88ca-7578bd4b3adb,link_broken,⚠️ Link Roto Detectado: Neural Nexus: El Amanecer de la Colmena (PROMO OFICIAL),El activo en /media/promo_nexus_final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,0c495e3a-a6f0-4c98-ae68-397e43e8883c,pending,warning,2026-05-30 16:40:35.191162+00,"{""url"":""/media/promo_nexus_final.mp4"",""reported_at"":""2026-05-30T16:40:35.153Z""}"
1f1a895b-ad88-4f84-835d-061ed31a6c05,lifecycle_archive,📦 Activo Archivado,El archivo 1777714105758-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-05 12:17:16.782692+00,"{""bucket"":""videos"",""fileName"":""1777714105758-final.mp4"",""archived_at"":""2026-05-05T12:17:16.683Z""}"
1f86d88f-815c-49dc-82b8-d6da1bc6db5d,lifecycle_archive,📦 Activo Archivado,El archivo 1776620438756-019da447-8677-7000-8f8d-8196876a6929.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 23:06:48.794993+00,"{""bucket"":""images"",""fileName"":""1776620438756-019da447-8677-7000-8f8d-8196876a6929.jpg"",""archived_at"":""2026-04-24T23:06:48.616Z""}"
1f966793-d40f-4d62-82fc-ae14e2f459cd,lifecycle_archive,📦 Activo Archivado,El archivo 1777786187043-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-07 19:19:52.669278+00,"{""bucket"":""videos"",""fileName"":""1777786187043-final.mp4"",""archived_at"":""2026-05-07T19:19:52.428Z""}"
1fc30634-50a1-4c47-9c45-a5f71000b25a,lifecycle_archive,📦 Activo Archivado,El archivo 1774817810056-019d16d5-71c9-7000-92b6-750b7c1cdc2e.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 19:34:47.644851+00,"{""bucket"":""images"",""fileName"":""1774817810056-019d16d5-71c9-7000-92b6-750b7c1cdc2e.jpg"",""archived_at"":""2026-04-24T19:34:47.433Z""}"
1fea2abf-3839-4cbb-b14b-ab11983046bc,lifecycle_archive_v3,📦 Purga Industrial Completada,"El video ""Colapso de Confianza en Inteligencia Artificial: ¿El Caso de Claude, el Director de AMD, Marcador de un Nuevo Escenario en la Ingeniería de Confianza?"" (1777829365252-final.mp4) y su metadata han sido movidos a Google Drive. La fila ha sido eliminada del portal para mantener la integridad.",,pending,info,2026-05-15 23:48:29.922089+00,"{""title"":""Colapso de Confianza en Inteligencia Artificial: ¿El Caso de Claude, el Director de AMD, Marcador de un Nuevo Escenario en la Ingeniería de Confianza?"",""fileName"":""1777829365252-final.mp4"",""archived_at"":""2026-05-15T23:48:29.769Z""}"
21b42bd8-82a4-45b6-b642-8dec68d3cf7b,lifecycle_archive,📦 Activo Archivado,El archivo 1777750160802-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-05 22:19:50.60464+00,"{""bucket"":""videos"",""fileName"":""1777750160802-final.mp4"",""archived_at"":""2026-05-05T22:19:50.398Z""}"
220a00d8-e85d-45ec-afc0-a5434f2fd14f,lifecycle_archive,📦 Activo Archivado,El archivo 1776089789890-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 22:16:05.88418+00,"{""bucket"":""videos"",""fileName"":""1776089789890-final.mp4"",""archived_at"":""2026-05-03T22:16:05.638Z""}"
224b44ed-c253-487e-8990-c0f9cfbf4319,lifecycle_archive,📦 Activo Archivado,El archivo 1774817825173-019d1809-ad31-7000-bcb3-8ac758f388c8.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 19:34:48.528019+00,"{""bucket"":""images"",""fileName"":""1774817825173-019d1809-ad31-7000-bcb3-8ac758f388c8.jpg"",""archived_at"":""2026-04-24T19:34:48.333Z""}"
229029e0-c055-4bc4-af25-b725ba9788e1,lifecycle_archive_v3,📦 Purga Industrial Completada,"El video ""Revolucionando la Perfección: Gowall v0.2.4, el Multiherramienta para el Procesamiento de Imágenes que Está Redefiniendo el Estándar Industrial #352"" (1777854808639-final.mp4) y su metadata han sido movidos a Google Drive. La fila ha sido eliminada del portal para mantener la integridad.",,pending,info,2026-05-19 18:35:15.461497+00,"{""title"":""Revolucionando la Perfección: Gowall v0.2.4, el Multiherramienta para el Procesamiento de Imágenes que Está Redefiniendo el Estándar Industrial #352"",""fileName"":""1777854808639-final.mp4"",""archived_at"":""2026-05-19T18:35:15.247Z""}"
23f81c5c-eee5-4e2c-8a4a-c9ca09a73bf4,lifecycle_archive,📦 Activo Archivado,El archivo 1777244279045-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-04 21:16:45.004811+00,"{""bucket"":""videos"",""fileName"":""1777244279045-final.mp4"",""archived_at"":""2026-05-04T21:16:44.790Z""}"
24349eac-b84e-4dbc-84b4-0110faffedda,lifecycle_archive,📦 Activo Archivado,El archivo Woman_leaves_bunker_202604102351.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 18:15:58.735257+00,"{""bucket"":""videos"",""fileName"":""Woman_leaves_bunker_202604102351.mp4"",""archived_at"":""2026-05-03T18:15:58.546Z""}"
281f07d5-4b89-4b85-96cc-a3db1fe41655,lifecycle_archive,📦 Activo Archivado,El archivo 1774792528054-019d1954-b9c8-7000-b724-d924b8cd3ae2.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 17:04:47.175019+00,"{""bucket"":""images"",""fileName"":""1774792528054-019d1954-b9c8-7000-b724-d924b8cd3ae2.jpg"",""archived_at"":""2026-04-24T17:04:46.929Z""}"
29073244-0bf0-43f0-b4cd-2c2fbcc651af,link_broken,⚠️ Link Roto Detectado: Noticia sobre contenido generado industrialmente,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779031427702-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,2eeba742-e56e-45a8-a856-2f1661dd873a,pending,warning,2026-05-17 15:28:40.052213+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779031427702-final.mp4"",""reported_at"":""2026-05-17T15:28:40.018Z""}"
2a4236d4-22c2-4847-8dd5-5774cb7c1bcf,lifecycle_archive,📦 Activo Archivado,El archivo 1776093815049-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 22:16:13.959793+00,"{""bucket"":""videos"",""fileName"":""1776093815049-final.mp4"",""archived_at"":""2026-05-03T22:16:12.819Z""}"
2b13f886-81f7-4e48-baad-7716fe88de7a,lifecycle_archive,📦 Activo Archivado,El archivo 1774739433868-019d1954-b9c8-7000-b724-d924b8cd3ae2.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 17:04:44.504005+00,"{""bucket"":""images"",""fileName"":""1774739433868-019d1954-b9c8-7000-b724-d924b8cd3ae2.jpg"",""archived_at"":""2026-04-24T17:04:44.209Z""}"
2b47ff05-7f65-4d05-9fb1-f1a054813e81,lifecycle_archive,📦 Activo Archivado,El archivo 1775442778025-019d608d-6f63-7000-86b2-ea61c0d46bd2.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 23:06:46.165906+00,"{""bucket"":""images"",""fileName"":""1775442778025-019d608d-6f63-7000-86b2-ea61c0d46bd2.jpg"",""archived_at"":""2026-04-24T23:06:45.912Z""}"
2c38a3c8-ca21-406c-8a96-3aaf62480062,lifecycle_archive,📦 Activo Archivado,El archivo 1775653026903-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 13:15:54.695733+00,"{""bucket"":""videos"",""fileName"":""1775653026903-final.mp4"",""archived_at"":""2026-05-03T13:15:54.488Z""}"
